month,year,day,time,temperature,,,,,,,,,
February,2019,13,11:54 PM,41ĘĘF,,,,,,,,,
February,2019,14,12:54 AM,41ĘĘF,,,,,,,,,
February,2019,14,1:54 AM,41ĘĘF,,,,,,,,,
February,2019,14,2:54 AM,43ĘĘF,,,,,,,,,
February,2019,14,3:54 AM,46ĘĘF,,,,,,,,,
February,2019,14,4:54 AM,52ĘĘF,,,,,,,,,
February,2019,14,5:54 AM,55ĘĘF,,,,,,,,,
February,2019,14,6:54 AM,58ĘĘF,,,,,,,,,
February,2019,14,7:54 AM,60ĘĘF,,,,,,,,,
February,2019,14,8:54 AM,60ĘĘF,,,,,,,,,
February,2019,14,9:54 AM,58ĘĘF,,,,,,,,,
February,2019,14,10:54 AM,57ĘĘF,,,,,,,,,
February,2019,14,11:54 AM,54ĘĘF,,,,,,,,,
February,2019,14,12:54 PM,47ĘĘF,,,,,,,,,
February,2019,14,1:54 PM,38ĘĘF,,,,,,,,,
February,2019,14,2:54 PM,35ĘĘF,,,,,,,,,
February,2019,14,3:54 PM,32ĘĘF,,,,,,,,,
February,2019,14,4:01 PM,32ĘĘF,,,,,,,,,
February,2019,14,4:54 PM,30ĘĘF,,,,,,,,,
February,2019,14,5:05 PM,30ĘĘF,,,,,,,,,
February,2019,14,5:54 PM,27ĘĘF,,,,,,,,,
February,2019,14,6:54 PM,26ĘĘF,,,,,,,,,
February,2019,14,7:54 PM,24ĘĘF,,,,,,,,,
February,2019,14,8:54 PM,23ĘĘF,,,,,,,,,
February,2019,14,9:54 PM,22ĘĘF,,,,,,,,,
February,2019,14,10:54 PM,20ĘĘF,,,,,,,,,
February,2019,14,11:54 PM,20ĘĘF,,,,,,,,,
